JOBID USER ACCOUNT NODELIST
31680587_9 phillips m342 nid00555
31680587_1 phillips m342 nid00549
31680586_15 phillips m342 nid00535
31680587_2 phillips m342 nid00559
31680587_3 phillips m342 nid00559
31680586_18 phillips m342 nid00531
31680586_19 phillips m342 nid00531
31680587_4 phillips m342 nid00559
31680500_1 phillips m342 nid00510
31680586_1 phillips m342 nid00572
31680500_2 phillips m342 nid00538
31680500_3 phillips m342 nid00538
31680500_4 phillips m342 nid00540
31680500_5 phillips m342 nid00540
31680500_6 phillips m342 nid00548
31680500_7 phillips m342 nid00549
31680500_8 phillips m342 nid00533
31680500_9 phillips m342 nid00534
31680500_10 phillips m342 nid00534
31680500_11 phillips m342 nid00545
31680500_12 phillips m342 nid00544
31680500_13 phillips m342 nid00544
31680500_14 phillips m342 nid00558
31680500_15 phillips m342 nid00558
31680500_16 phillips m342 nid00558
31680500_17 phillips m342 nid00562
31680500_18 phillips m342 nid00563
31680500_19 phillips m342 nid00563
31680500_20 phillips m342 nid00571
31680586_7 phillips m342 nid00567
31680586_8 phillips m342 nid00566
31680586_9 phillips m342 nid00566
31680586_10 phillips m342 nid00566
31680586_11 phillips m342 nid00568
31680586_12 phillips m342 nid00568
31680586_13 phillips m342 nid00569
31680586_14 phillips m342 nid00569
31680496_1 phillips m342 nid00561
31680493_8 phillips m342 nid00504
31680493_9 phillips m342 nid00543
31675709_311 img pkimg nid00372
31678107_18 simi synbio nid00302
31678107_19 simi synbio nid00302
31678107_20 simi synbio nid00360
31678107_21 simi synbio nid00360
31678107_22 simi synbio nid00413
31678107_23 simi synbio nid00413
31680493_1 phillips m342 nid00555
31680493_2 phillips m342 nid00555
31680493_3 phillips m342 nid00555
31680493_4 phillips m342 nid00555
31680493_5 phillips m342 nid00555
31680493_6 phillips m342 nid00555
31680493_7 phillips m342 nid00555
31680458_1 phillips m342 nid00565
31680458_2 phillips m342 nid00566
31680458_3 phillips m342 nid00567
31680458_4 phillips m342 nid00548
31680458_5 phillips m342 nid00548
31680458_6 phillips m342 nid00549
31680458_7 phillips m342 nid00549
31680458_8 phillips m342 nid00506
31680458_9 phillips m342 nid00507
31680458_10 phillips m342 nid00509
31680458_11 phillips m342 nid00510
31680458_12 phillips m342 nid00510
31680458_13 phillips m342 nid00508
31680458_14 phillips m342 nid00508
31680458_15 phillips m342 nid00508
31680458_16 phillips m342 nid00562
31680458_17 phillips m342 nid00562
31680458_18 phillips m342 nid00561
31680458_19 phillips m342 nid00561
31680458_20 phillips m342 nid00561
31680378_1 phillips m342 nid00541
31680378_2 phillips m342 nid00541
31680378_3 phillips m342 nid00543
31680378_4 phillips m342 nid00543
31680378_5 phillips m342 nid00543
31680378_6 phillips m342 nid00558
31680378_7 phillips m342 nid00559
31680378_8 phillips m342 nid00559
31680378_9 phillips m342 nid00566
31680378_10 phillips m342 nid00566
31680378_11 phillips m342 nid00566
31680378_12 phillips m342 nid00534
31680378_13 phillips m342 nid00535
31680378_14 phillips m342 nid00535
31680378_15 phillips m342 nid00535
31680378_16 phillips m342 nid00553
31680378_17 phillips m342 nid00553
31680378_18 phillips m342 nid00553
31680378_19 phillips m342 nid00553
31678107_6 simi synbio nid00317
31678107_7 simi synbio nid00317
31675709_312 img pkimg nid00371
31675709_313 img pkimg nid00371
31675709_314 img pkimg nid00372
31675709_315 img pkimg nid00372
31678107_8 simi synbio nid00371
31678107_9 simi synbio nid00371
31678107_10 simi synbio nid00376
31678107_11 simi synbio nid00376
31678107_12 simi synbio nid00440
31678107_13 simi synbio nid00440
31678107_14 simi synbio nid00468
31678107_15 simi synbio nid00468
31678107_17 simi synbio nid00478
31680375_1 phillips m342 nid00544
31680375_3 phillips m342 nid00544
31680375_4 phillips m342 nid00544
31680375_5 phillips m342 nid00544
31680375_6 phillips m342 nid00562
31680375_7 phillips m342 nid00564
31680375_8 phillips m342 nid00563
31680375_9 phillips m342 nid00563
31680375_10 phillips m342 nid00563
31680375_11 phillips m342 nid00563
31680375_12 phillips m342 nid00563
31680375_14 phillips m342 nid00563
31680375_15 phillips m342 nid00563
31680375_16 phillips m342 nid00563
31680375_18 phillips m342 nid00563
31680375_19 phillips m342 nid00563
31680236_13 phillips m342 nid00533
31680237_2 phillips m342 nid00567
31680237_3 phillips m342 nid00539
31680236_14 phillips m342 nid00560
31680236_15 phillips m342 nid00562
31680236_16 phillips m342 nid00528
31680236_17 phillips m342 nid00528
31680236_18 phillips m342 nid00555
31680236_19 phillips m342 nid00556
31680236_20 phillips m342 nid00565
31680237_5 phillips m342 nid00539
31680237_6 phillips m342 nid00539
31680237_8 phillips m342 nid00541
31680237_9 phillips m342 nid00541
31680235_1 phillips m342 nid00560
31680236_1 phillips m342 nid00548
31680235_2 phillips m342 nid00561
31680235_3 phillips m342 nid00561
31680235_4 phillips m342 nid00567
31680235_5 phillips m342 nid00568
31680235_6 phillips m342 nid00566
31680235_7 phillips m342 nid00566
31680236_2 phillips m342 nid00548
31680236_3 phillips m342 nid00548
31680236_4 phillips m342 nid00548
31680236_5 phillips m342 nid00548
31680236_6 phillips m342 nid00550
31680236_7 phillips m342 nid00551
31680236_8 phillips m342 nid00551
31680236_9 phillips m342 nid00551
31680236_10 phillips m342 nid00551
31680236_11 phillips m342 nid00551
31680236_12 phillips m342 nid00551
31680180_1 phillips m342 nid00559
31680176_6 phillips m342 nid00504
31680180_2 phillips m342 nid00561
31680180_3 phillips m342 nid00561
31680176_7 phillips m342 nid00551
31680176_8 phillips m342 nid00541
31680176_9 phillips m342 nid00541
31680176_10 phillips m342 nid00548
31680176_11 phillips m342 nid00548
31680176_12 phillips m342 nid00569
31680176_13 phillips m342 nid00569
31680176_14 phillips m342 nid00569
31680176_15 phillips m342 nid00536
31680176_16 phillips m342 nid00537
31680176_17 phillips m342 nid00537
31680176_18 phillips m342 nid00535
31680176_19 phillips m342 nid00535
31680180_4 phillips m342 nid00560
31680180_5 phillips m342 nid00560
31680180_6 phillips m342 nid00560
31680180_7 phillips m342 nid00555
31680180_8 phillips m342 nid00555
31680180_9 phillips m342 nid00555
31680180_10 phillips m342 nid00555
31680180_11 phillips m342 nid00555
31680180_12 phillips m342 nid00555
31680180_13 phillips m342 nid00555
31680180_14 phillips m342 nid00556
31680180_15 phillips m342 nid00556
31680180_16 phillips m342 nid00556
31680180_17 phillips m342 nid00556
31680180_18 phillips m342 nid00556
31680180_19 phillips m342 nid00556
31680180_20 phillips m342 nid00556
31680176_1 phillips m342 nid00535
31680176_2 phillips m342 nid00535
31680176_3 phillips m342 nid00535
31680176_4 phillips m342 nid00535
31680176_5 phillips m342 nid00535
31680120_7 phillips m342 nid00531
31680120_8 phillips m342 nid00532
31680120_9 phillips m342 nid00532
31680114_6 phillips m342 nid00537
31680080_1 phillips m342 nid00568
31680081_1 phillips m342 nid00557
31680080_2 phillips m342 nid00568
31680080_3 phillips m342 nid00568
31680080_4 phillips m342 nid00568
31680080_5 phillips m342 nid00558
31680080_6 phillips m342 nid00557
31680080_7 phillips m342 nid00557
31680080_8 phillips m342 nid00557
31680080_9 phillips m342 nid00557
31680081_2 phillips m342 nid00560
31680081_3 phillips m342 nid00561
31680081_4 phillips m342 nid00561
31680081_5 phillips m342 nid00562
31680081_6 phillips m342 nid00562
31678106_39 simi synbio nid00370
31678106_40 simi synbio nid00413
31675709_301 img pkimg nid00471
31675709_302 img pkimg nid00399
31675709_303 img pkimg nid00399
31675709_304 img pkimg nid00399
31675709_305 img pkimg nid00399
31675709_306 img pkimg nid00399
31675709_307 img pkimg nid00399
31675709_308 img pkimg nid00399
31679986_1 phillips m342 nid00543
31679986_2 phillips m342 nid00544
31679986_3 phillips m342 nid00544
31679986_9 phillips m342 nid00549
31679986_15 phillips m342 nid00549
31679986_18 phillips m342 nid00551
31678106_32 simi synbio nid00302
31678106_35 simi synbio nid00396
31675709_286 img pkimg nid00405
31675709_287 img pkimg nid00471
31675709_288 img pkimg nid00317
31675709_289 img pkimg nid00317
31675709_290 img pkimg nid00348
31675709_291 img pkimg nid00348
31675709_292 img pkimg nid00366
31675709_293 img pkimg nid00366
31675709_294 img pkimg nid00355
31675709_295 img pkimg nid00355
31675709_296 img pkimg nid00355
31675709_297 img pkimg nid00302
31675709_298 img pkimg nid00302
31675709_299 img pkimg nid00302
31675709_300 img pkimg nid00302
31679523_5 phillips m342 nid00569
31679523_6 phillips m342 nid00569
31679523_9 phillips m342 nid00562
31679523_10 phillips m342 nid00561
31678106_23 simi synbio nid00468
31678106_24 simi synbio nid00468
31678106_16 simi synbio nid00413
31675709_215 img pkimg nid00399
31675709_260 img pkimg nid00399
31675709_261 img pkimg nid00370
31675709_262 img pkimg nid00371
31675709_263 img pkimg nid00371
31675709_264 img pkimg nid00402
31675709_265 img pkimg nid00402
31675709_266 img pkimg nid00402
31675709_267 img pkimg nid00417
31675709_268 img pkimg nid00417
31675709_269 img pkimg nid00417
31675709_270 img pkimg nid00359
31675709_271 img pkimg nid00360
31675709_272 img pkimg nid00360
31675709_273 img pkimg nid00360
31675709_274 img pkimg nid00346
31675709_275 img pkimg nid00347
31675709_276 img pkimg nid00347
31675709_277 img pkimg nid00347
31675709_278 img pkimg nid00347
31675709_279 img pkimg nid00445
31675709_280 img pkimg nid00445
31675709_281 img pkimg nid00445
31675709_282 img pkimg nid00444
31675709_283 img pkimg nid00444
31675709_284 img pkimg nid00444
31675709_285 img pkimg nid00444
31679480_1 phillips m342 nid00534
31679480_2 phillips m342 nid00553
31679480_3 phillips m342 nid00553
31679480_4 phillips m342 nid00553
31679480_5 phillips m342 nid00553
31679480_6 phillips m342 nid00553
31679480_7 phillips m342 nid00553
31679480_8 phillips m342 nid00553
31679480_9 phillips m342 nid00553
31679866_19 bredeson plant nid00366
31675709_214 img pkimg nid00396
31678106_14 simi synbio nid00396
31675709_234 img pkimg nid00493
31675709_235 img pkimg nid00493
31675709_236 img pkimg nid00493
31675709_238 img pkimg nid00493
31675709_240 img pkimg nid00471
31675709_241 img pkimg nid00471
31675709_243 img pkimg nid00471
31675709_244 img pkimg nid00471
31675709_245 img pkimg nid00478
31675709_246 img pkimg nid00478
31675709_247 img pkimg nid00478
31675709_248 img pkimg nid00478
31675709_249 img pkimg nid00478
31675709_250 img pkimg nid00478
31675709_251 img pkimg nid00361
31675709_252 img pkimg nid00361
31675709_253 img pkimg nid00361
31675709_254 img pkimg nid00361
31675709_255 img pkimg nid00361
31675709_256 img pkimg nid00361
31675709_257 img pkimg nid00361
31675709_258 img pkimg nid00361
31675709_259 img pkimg nid00361
31675709_216 img pkimg nid00441
31675709_217 img pkimg nid00441
31675709_218 img pkimg nid00376
31675709_219 img pkimg nid00376
31675709_220 img pkimg nid00376
31675709_222 img pkimg nid00413
31675709_224 img pkimg nid00413
31675709_225 img pkimg nid00497
31675709_226 img pkimg nid00497
31675709_227 img pkimg nid00497
31675709_228 img pkimg nid00497
31675709_229 img pkimg nid00403
31675709_230 img pkimg nid00403
31675709_231 img pkimg nid00403
31675709_232 img pkimg nid00403
31675709_233 img pkimg nid00403
31678105_37 simi synbio nid00370
31682492 jcarlson plntanal nid00440
31677942 annotrub fnglanot nid00445
31679866_14 bredeson plant nid00294
31173029_4287 torben pkasmb nid00377
31648584 sqshu plant nid00440
31648586 sqshu plant nid00476
31650460 sqshu plant nid00476
31647927 sqshu plant nid00348
31648557 sqshu plant nid00405
31648563 sqshu plant nid00294
31648582 sqshu plant nid00348
31648583 sqshu plant nid00405
31173029_4286 torben pkasmb nid00427
31679866_4 bredeson plant nid00315
31678458 vstartag plntanot nid00358
31675507 sqshu m342 nid00521
31675269 sqshu m342 nid00510
31673992 taoli m3138 nid00509
31674013 taoli m3138 nid00523
31674017 taoli m3138 nid00539
31674023 taoli m3138 nid00543
31674028 taoli m3138 nid00545
31173029_4265 torben pkasmb nid00498
31673049 sqshu m342 nid00531
31672705 sqshu m342 nid00538
31672706 sqshu m342 nid00546
31672190 sqshu m342 nid00528
31672189 sqshu m342 nid00504
31672005 bvarug m2090 nid00507
31670265 sqshu m342 nid00525
31670058 avoness m2573 nid00524
31670053 avoness m2573 nid00523
31669348 bvarug m2090 nid00572
31669355 rdefever m3537 nid00530
31669284 rdefever m3537 nid00529
31669321 rdefever m3537 nid00529
31669326 bvarug m2090 nid00572
31669336 bvarug m2090 nid00572
31669259 rdefever m3537 nid00572
31669264 rdefever m3537 nid00572
31669256 rdefever m3537 nid00572
31669217 rdefever m3537 nid00525
31669222 rdefever m3537 nid00571
31669211 rdefever m3537 nid00524
31669190 sqshu m342 nid00571
31669209 rdefever m3537 nid00524
31669189 sqshu m342 nid00571
31638922 sqshu plant nid00315
31666787 acreely m3195 nid00529
31666790 acreely m3195 nid00532
31666795 acreely m3195 nid00523
31666800 acreely m3195 nid00523
31666693 sqshu m342 nid00532
31666530 sqshu m342 nid00566
31666531 sqshu m342 nid00566
31637471 sqshu plant nid00348
31637479 sqshu plant nid00370
31637470 sqshu plant nid00361
31637306 sqshu plant nid00347
31637310 sqshu plant nid00353
31637311 sqshu plant nid00445
31637438 sqshu plant nid00493
31636820 sqshu plant nid00366
31636825 sqshu plant nid00431
31636576 sqshu plant nid00347
31665274 sqshu m342 nid00529
31665275 sqshu m342 nid00549
31665163 sqshu m342 nid00550
31665162 sqshu m342 nid00545
31665031 sqshu m342 nid00505
31665032 sqshu m342 nid00511
31635314 sqshu plant nid00302
31627427_21 jhasnain m3012 nid00564
31627399_17 jhasnain m3012 nid00523
31627400_17 jhasnain m3012 nid00560
31627400_18 jhasnain m3012 nid00567
31627392_19 jhasnain m3012 nid00523
31607956 pzdeploy plant nid00440
31607957 pzdeploy plant nid00479
31607940 pzdeploy plant nid00358
31607941 pzdeploy plant nid00493
31607938 pzdeploy plant nid00355
31607939 pzdeploy plant nid00447
31607932 pzdeploy plant nid00302
31607933 pzdeploy plant nid00317
31607934 pzdeploy plant nid00440
31607937 pzdeploy plant nid00478
31609006 yiwang62 m891 nid00571
31608994 yiwang62 m891 nid00543
31608967 yiwang62 m891 nid00536
31608943 yiwang62 m891 nid00569
31608903 yiwang62 m891 nid00558
31608915 yiwang62 m891 nid00560
31608919 yiwang62 m891 nid00560
31608921 yiwang62 m891 nid00560
31608925 yiwang62 m891 nid00560
31608928 yiwang62 m891 nid00561
31608929 yiwang62 m891 nid00561
31608931 yiwang62 m891 nid00561
31608934 yiwang62 m891 nid00562
31608936 yiwang62 m891 nid00562
31608938 yiwang62 m891 nid00562
31608941 yiwang62 m891 nid00562
31608745 yiwang62 m891 nid00536
31608747 yiwang62 m891 nid00536
31608752 yiwang62 m891 nid00537
31608757 yiwang62 m891 nid00538
31608760 yiwang62 m891 nid00538
31608770 yiwang62 m891 nid00539
31608877 yiwang62 m891 nid00556
31608881 yiwang62 m891 nid00556
31608882 yiwang62 m891 nid00556
31608886 yiwang62 m891 nid00557
31608891 yiwang62 m891 nid00557
31608894 yiwang62 m891 nid00557
31608686 yiwang62 m891 nid00525
31608699 yiwang62 m891 nid00527
31608703 yiwang62 m891 nid00528
31608705 yiwang62 m891 nid00528
31608706 yiwang62 m891 nid00528
31608707 yiwang62 m891 nid00528
31608708 yiwang62 m891 nid00528
31608711 yiwang62 m891 nid00530
31608718 yiwang62 m891 nid00531
31608719 yiwang62 m891 nid00531
31608721 yiwang62 m891 nid00532
31608722 yiwang62 m891 nid00532
31608723 yiwang62 m891 nid00532
31608724 yiwang62 m891 nid00532
31608726 yiwang62 m891 nid00533
31608727 yiwang62 m891 nid00533
31608728 yiwang62 m891 nid00533
31608729 yiwang62 m891 nid00533
31608731 yiwang62 m891 nid00534
31608623 yiwang62 m891 nid00509
31608630 yiwang62 m891 nid00510
31608632 yiwang62 m891 nid00510
31608633 yiwang62 m891 nid00511
31608636 yiwang62 m891 nid00511
31608637 yiwang62 m891 nid00511
31608638 yiwang62 m891 nid00511
31608640 yiwang62 m891 nid00521
31608642 yiwang62 m891 nid00521
31608644 yiwang62 m891 nid00521
31608646 yiwang62 m891 nid00521
31608649 yiwang62 m891 nid00521
31608651 yiwang62 m891 nid00521
31608653 yiwang62 m891 nid00522
31608654 yiwang62 m891 nid00522
31608655 yiwang62 m891 nid00522
31608656 yiwang62 m891 nid00522
31608657 yiwang62 m891 nid00522
31608659 yiwang62 m891 nid00522
31608660 yiwang62 m891 nid00522
31608661 yiwang62 m891 nid00522
31608662 yiwang62 m891 nid00523
31608663 yiwang62 m891 nid00523
31608665 yiwang62 m891 nid00523
31608557 yiwang62 m891 nid00570
31608558 yiwang62 m891 nid00570
31608561 yiwang62 m891 nid00570
31608562 yiwang62 m891 nid00571
31608563 yiwang62 m891 nid00571
31608588 yiwang62 m891 nid00505
31608595 yiwang62 m891 nid00506
31608598 yiwang62 m891 nid00506
31608601 yiwang62 m891 nid00507
31608478_0 haobin m93 nid00567
31608478_1 haobin m93 nid00567
31608478_2 haobin m93 nid00567
31608478_3 haobin m93 nid00564
31608478_4 haobin m93 nid00564
31608440 yiwang62 m891 nid00567
31608441 yiwang62 m891 nid00564
31608443 yiwang62 m891 nid00564
31608444 yiwang62 m891 nid00564
31608445 yiwang62 m891 nid00565
31608446 yiwang62 m891 nid00565
31608447 yiwang62 m891 nid00565
31608448 yiwang62 m891 nid00569
31608351_0 haobin m93 nid00568
31608351_1 haobin m93 nid00568
31608351_2 haobin m93 nid00568
31608351_3 haobin m93 nid00568
31608351_4 haobin m93 nid00566
31299768 abhirupp m1700 nid0[8393-8395,8400-8406]
31324410 pragya m1141 nid0[7974-7989]
31311362 jinjinw m1515 nid0[7990-7993]
31323754 abhirupp m1700 nid0[7994-8003]
31326366 rchaples m3537 nid0[8004-8007]
31328887 crivera m3157 nid0[8411-8412]
31328947 crivera m3157 nid0[8008-8009]
31414870 zll m526 nid0[8010-8011]
31414877 zll m526 nid0[8020-8021]
31298242 ryuji m3230 nid0[9844,9851]
31298244 ryuji m3230 nid[10135,10459]
31388416 acrutt matgen nid07949
31388419 acrutt matgen nid08903
31503377 kilin m1368 nid0[2780-2784,9562-9572]
31569448 vanthieg m3415 nid0[2610-2611,4100-4109,4688-4697,5106-5115]
31570275 mwu1 e3sm nid[02749-02750,02925-02933,03121-03129,03306-03314,03610-03618,04388-04396,05245-05254,05328-05337,05679-05688,06345-06347,06352-06357,08292-08300,09015-09024,09543-09547,09552-09556,12225-12234]
31539986 mgbukov m3444 nid0[0829-0831,0845-0847,0927-0930,1339-1343,1345-1346,1391-1397,1440,1856-1859,1864-1866]
31324200 nkatyal m1883 nid[08156,08159,10496,10809]
31585370 zhenyaof m1338 nid[00828,00855,00877,00898,00931,00939,00948,00953,00987-00989,01007-01010,01014,01330-01334,01401-01402,01546-01550,01628-01632,02100-02101,12878-12882]
31574046 zke e3sm nid0[2815-2819,5096-5103,5232-5239]
31322856 hstrauss mp288 nid[12064,12095]
31574698 ericmusa m3544 nid0[2529-2532,5541-5548]
31575753 ays m499 nid0[2803-2804,4092-4098,4298-4299,4304-4308]
31585361 zhenyaof m1338 nid0[0904-0914,1309-1324,1752-1754,2111,2113-2115,2120-2123,2128-2129]
31577256 esterhui m3546 nid0[2556,4764-4770]
31577686 jdk7 m2766 nid0[2608,5953-5959]
31577972 xicong mp304 nid0[9058,9267,9276]
31100863 sppoudel m2795 nid09580
31573236 u431 m3163 nid0[2595-2598,4566-4571,4781-4786,5157-5162,5260-5263,5268-5269,5550-5555,5773-5775,5780-5782,6455-6460,6533-6538,7613-7618,8065-8070]
31581367 jingt m2120 nid0[2872-2873,4425-4427,4432-4433,4657-4661]
31583829 smack m934 nid0[2617,2680,2712,2748,2751,2809,2814,2862,2874,2897,2907,2912,2948,2954,2956,3017,3024,3179,3220,3287,3291,3295-3296,3301,3577,3583,3593,3595,3609,3642,3676,3705,3713-3716,3723,3779,3812,3825,3940,3949,3952,4069,4086,4091,4110,4124-4125,4140,4179-4180,4317-4318,4434-4435,5104-5105,6816-6817,9136-9137,9573-9574]
31585133 atsushim m3516 nid11836
31396026 flynn m1090 nid12007
31585889 xyhuang m3529 nid[02876-02880,02936,02995-02999,03890-03894,04203-04207,04648-04652,04809-04811,04816-04817,05374-05378,10564-10569,10886-10891,11051-11056,11621-11626,11767-11772]
31585890 xyhuang m3529 nid[05356,05560-05564,06236-06240,06795-06799,06895-06899,08040-08044,08060-08064,08874-08878,09316-09320,10327-10331,10453-10457,11040-11044,11689-11693,12072-12076]
31563407 mdjcole m499 nid0[1178,1250,1285,1298,1338,1347,1523,1562,1564,1585,1598,1613,1615,1700,1751,1790,1815,1844,1880,1886,1938,1958,1970,2020,2022,2095,2102,2133,2143,2154,2171,2182]
31567411 chenb mp351 nid[02555,02679,02724,02747,02805,02875,02900,03004,03188,03318,03687,03776,03813-03817,03843-03846,04123,04210,04233,04277-04278,04284-04285,04297,04355,04406,04424,04507,04516,04654,04656,04677,04772,04787,04885,04921-04922,04929,05093,05095,05242,05244,06935-06936,07609-07610,07634-07635,08022-08023,08051-08052,08077-08079,08084-08086,08088-08093,08286-08290,08391-08392,09192-09193,09265-09266,09841-09843,09953-09957,10461-10462,11045-11049,12089-12090,12258-12259,12261-12262]
31603886 mfilip m3331 nid0[2906,4216-4218,4236-4238,4279-4281,4345-4347,4923-4925,4972-4974,5445-5447,5760-5762,6079-6081,8980-8981,9592-9593]
31612270 dejong m3196 nid[01679-01687,01737-01739,01744-01749,12739-12750,12956-12957]
31589942 zdf m3269 nid[11319,11403,11473,12070]
31590466 zdf m3269 nid[11412,11416,12068,12235]
31515075 mtnguyen m3269 nid0[9101,9315]
31322809 hstrauss mp288 nid[09399,11039]
31515032 mtnguyen m3269 nid[12131,12671]
31331051 cfk2120 m3157 nid0[6714,6956,7567,7575,7598,7646,7687,7752,7818,7839,7948,8036,8597,8755,8799,8845,8973,9057,9090,9157]
31594319 linggm mp127 nid09273
31594312 linggm mp127 nid12293
31596591 ksa m1178 nid02716
31602974 santi921 m3200 nid[08075,11211,12536]
31584969 gpzhang m713 nid0[3686,3777-3778,4231-4232,4251-4252,4273-4274,4282,4286-4287,4343-4344,4349]
31599936 cpeng18 m2757 nid05434
31586242 sungwoo mp13 nid[02626-02629,02760-02763,02810-02813,02881-02884,02920-02924,03006-03010,03578-03582,03637-03641,05088-05092,05255-05259,05339-05343,05357-05361,05763-05768,06226-06230,06575-06579,07497-07499,07504-07505,08046-08050,08219-08223,08703-08707,08869-08873,08904-08907,08912-08913,09268-09272,09528-09532,09575-09579,09584-09589,09654-09658,09798-09803,09809-09813,09948-09952,09958-09962,10466-10470,10800-10804,11160-11165,11198-11202,11417-11421,11748-11753,11755-11760,11965-11969,12180-12184,12194-12199]
31601462 jasonhc m3415 nid0[5496,5771,5796,6444,6958,7798,9557,9808]
31605095 tang31 mp2 nid[12255,12257]
31605098 tang31 mp2 nid0[4085,4884]
31536277 sjamnuch m696 nid08157
31511957 thomasu mp47 nid03647
31512180 thomasu mp47 nid03681
31396027 flynn m1090 nid03168
31423082_0 haselsco lz nid03181
31423083_0 haselsco lz nid04467
31373206 huz071 m3024 nid04494
31358488 azag m2732 nid04904
31358476 azag m2732 nid03685
31326102 cbartel m1268 nid05349
31326104 cbartel m1268 nid12289
31317597 kl0ud m1883 nid12098
31317598 kl0ud m1883 nid12100
31316609_300 lnecib m1610 nid04283
31314097 sback m2755 nid04348
31313918 sback m2755 nid10924
31302192 hftom m847 nid10910
31243726 jigold mp351 nid04360
31243727 jigold mp351 nid04899
31302143 hftom m847 nid12185
31576239 jiuling m3157 nid0[0818-0819,0915-0916,0977-0978,0985-0986,1002-1003]
31574247 sblondel m1709 nid0[1810,1879]
31511951 thomasu mp47 nid03540
31511954 thomasu mp47 nid03648
31313877 sback m2755 nid04407
31313901 sback m2755 nid04446
31574265 sblondel m1709 nid0[1887,2021]
31358302 azag m2732 nid05423
31443124 sjamnuch m696 nid0[5506-5507]
31443125 sjamnuch m696 nid0[5584-5585]
31357468 cfk2120 m3157 nid[07666-07667,07716-07717,08522-08523,08576-08577,08585-08586,08688-08689,09153-09154,09882-09883,10025-10026,10248-10249]
31610659 dcomeau m3412 nid[02523-02526,02801-02802,02949-02953,03025-03028,09395-09398,12240-12247]
31496070 hstrauss m3163 nid0[4702,4705]
31609451 jdk7 clsf nid[05362-05363,05365-05368,06765-06768,06937-06940,08598-08602,08690-08693,09277-09280,10858-10862]
31581794 dks mp27 nid0[1161,1164,1245,1278,1293,1297,1328,1337]
31583212 syuk m1879 nid[00857-00859,01197-01198,01568,12758,12845]
31582568 chandra8 m3222 nid12672
31583070 carlosmz m1513 nid12911
31583447 jeong m127 nid12778
31340521 kilin m1368 nid02842
31583446 jeong m127 nid13038
31610658 dcomeau m3412 nid[05053-05055,06451-06453,06711-06713,06945-06947,07045-07047,08248-08250,08519-08521,09392-09394,11869-11871]
31607388 chenb mp351 nid0[5399-5400,6942-6944]
31584956 pbuotte m3298 nid0[0795,0992-0995,1474-1475,1489-1490]
31628226 hilde6 m3037 nid[00890-00894,01060,01267,01386,01421-01426,01435,01556-01561,01842,01911-01916,02057,02147,12768-12769]
31584245 ching m3622 nid[02557-02558,03480-03487,04717-04724,04794-04801,06246-06253,06839-06846,07256-07264,07648-07656,07658-07665,08160-08168,09002-09010,09767-09774,09909-09916,11558-11566,11894-11901,12393-12401]
31630670 terzani m558 nid[02172-02175,12698-12705,13041-13048]
31353144 kilin m1368 nid03130
31608407 yiwang62 m891 nid[02541,02901,04703-04704,06805-06806,08369-08370,08924-08925,09155-09156,10807-10808,11903-11904]
31601988 ksa m1178 nid08923
31608405 xiangru m526 nid0[2719-2723,4879,6087-6088]
31633968 hilde6 m3037 nid[01187-01193,01797-01799,01804-01807,01823-01828,02141-02142,02152-02153,02158-02159,02257-02258,12976-12977,13020-13021]
31601207 derxu m2503 nid12425
31620962 sfweber2 m387 nid[02559,04500-04506,04509-04515,05145-05151,05279-05285,07591-07597,07599-07605,08104-08110,10576-10582,11238-11244]
31616993 mslee m2979 nid[00921,01528-01531,01608-01609,01658-01659,02060-02063,02084-02085,02134-02137,02160-02164,02292-02293,12874-12877,13035-13036]
31583378 carlosmz m1513 nid12711
31616991 mslee m2979 nid0[1022-1023,1294-1295,1446-1447,1524-1525,1624-1625,1660-1661,1725-1726,1881-1883,1995-1997,2023-2025,2103-2105,2130-2132,2197-2199]
31623236 jkcooper jcap nid[03232,03708,03718,03720,03820,03838,03942,03945,03955,04183,04215,04245,05732-05733,05769-05770,08026-08027,08218,08301,08303,09060,09391,09583,09797,09881,10089,10100,10451,10465]
31641517 tshep m2645 nid[00787,01274,01495,01586,01588,01693,01852-01853,02224,02263-02268,12908]
31651747 sk8 m3575 nid03001
31651788 sk8 m3575 nid08216
31610435 gaidai m409 nid[12982-12985]
31610496 gaidai m409 nid[12986-12989]
31620528 jiuling m3157 nid0[3873-3875,3877,3881-3886]
31583369 carlosmz m1513 nid12844
31600249 cpeng18 m2757 nid11415
31606495 ksa m1178 nid11472
31556869 chenze m3159 nid0[3712,3870,3941,4068]
31600137 cpeng18 m2757 nid04803
31568712 liny671 m1867 nid[02746,03055,03819,03956-03957,03959,04208,04249,04275,04358,04773-04774,04802,04975,05072,05094,05241,05338,05373,05379,05381,06273-06274,06276,11404,11567,11595,11713,12071,12250]
31585845 jwwang m1082 nid0[0902,1296,1565,1623]
31660048 mingchen m2206 nid[01075-01081,01116-01118,01648-01652,01781-01786,12817-12822,12934-12939,13028-13034]
31613313 alin m1491 nid00984
31562818 sjamnuch m696 nid0[5348,5380]
31649703 xinyis mp47 nid0[0799,0820,0884,1119,1271-1273,1778-1780,1813-1814,1854-1855]
31615888_0 dgunruh m3634 nid0[0958,1004,1384,1448]
31522229 zelongz m1082 nid08413
31522230 zelongz m1082 nid09054
31610508 kart900 m526 nid10460
31585249 sbaner m3024 nid10464
31585251 sbaner m3024 nid10883
